"Gene",,"Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_4923",,"","hypothetical protein","3","2","126","565","2.3255813953488373","99.64726631393297","6.726190476190476","0.046661421169110526","1.0","0.3752037226794871","5","3","2","1.0","1.0"
"group_4902",,"","hypothetical protein","3","2","126","565","2.3255813953488373","99.64726631393297","6.726190476190476","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"group_4815",,"","hypothetical protein","3","2","126","565","2.3255813953488373","99.64726631393297","6.726190476190476","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"group_4723",,"","hypothetical protein","3","2","126","565","2.3255813953488373","99.64726631393297","6.726190476190476","0.046661421169110526","1.0","0.3752037226794871","3","2","2","1.0","1.0"
"frdA~~~frdA_1~~~frdA_2",,"frdA;frdA_1;frdA_2","Fumarate reductase flavoprotein subunit","6","3","123","564","4.651162790697675","99.47089947089947","9.170731707317072","0.0018831465592183728","1.0","0.03328588783050854","9","6","3","0.5078125","0.5078125"
"group_4852",,"","hypothetical protein","4","3","125","564","3.10077519379845","99.47089947089947","6.016","0.024964132478710474","1.0","0.28230333096962507","6","3","3","1.0","1.0"
"group_4851",,"","hypothetical protein","4","3","125","564","3.10077519379845","99.47089947089947","6.016","0.024964132478710474","1.0","0.28230333096962507","6","3","3","1.0","1.0"
"group_4850",,"","hypothetical protein","4","3","125","564","3.10077519379845","99.47089947089947","6.016","0.024964132478710474","1.0","0.28230333096962507","6","3","3","1.0","1.0"
"group_259",,"","Gluconeogenesis factor;hypothetical protein","6","4","123","563","4.651162790697675","99.29453262786596","6.865853658536586","0.003994295395239798","1.0","0.06544306944017104","9","6","3","0.5078125","0.5078125"
"argS_6~~~argS_3~~~glcB_2~~~glcB",,";argS_6;argS_3;glcB_2;glcB","hypothetical protein;Arginine--tRNA ligase;PTS system glucoside-specific EIICBA component","5","4","124","563","3.875968992248062","99.29453262786596","5.675403225806452","0.01357959212653776","1.0","0.17586244060902367","9","5","4","1.0","1.0"
"group_4942",,"btuD_3;","Vitamin B12 import ATP-binding protein BtuD;hypothetical protein;putative ABC transporter ATP-binding protein","4","4","125","563","3.10077519379845","99.29453262786596","4.504","0.04284669814608389","1.0","0.3584870864077466","7","4","3","0.9999999999999998","0.9999999999999998"
"group_4854",,"","hypothetical protein","4","4","125","563","3.10077519379845","99.29453262786596","4.504","0.04284669814608389","1.0","0.3584870864077466","7","3","4","0.9999999999999998","0.9999999999999998"
"group_4853",,"","hypothetical protein","4","4","125","563","3.10077519379845","99.29453262786596","4.504","0.04284669814608389","1.0","0.3584870864077466","7","3","4","0.9999999999999998","0.9999999999999998"
"group_2028",,"","hypothetical protein","4","4","125","563","3.10077519379845","99.29453262786596","4.504","0.04284669814608389","1.0","0.3584870864077466","7","3","4","0.9999999999999998","0.9999999999999998"
"group_867",,"","hypothetical protein","5","6","124","561","3.875968992248062","98.94179894179894","3.7701612903225805","0.03625268468626314","1.0","0.31162220089572085","5","4","3","0.375","1.0"
"group_5061",,"dut_2","Deoxyuridine 5'-triphosphate nucleotidohydrolase","7","7","122","560","5.426356589147287","98.76543209876543","4.590163934426229","0.006981381050683908","1.0","0.10298849339429945","8","4","5","0.7265625000000002","1.0"
"group_1936",,"","hypothetical protein","6","8","123","559","4.651162790697675","98.58906525573192","3.408536585365854","0.029764215024392884","1.0","0.2940669743624332","6","4","4","0.6875000000000002","0.6875000000000002"
"group_1098",,"","hypothetical protein","10","9","119","558","7.751937984496124","98.4126984126984","5.2100840336134455","0.0007055089577174468","1.0","0.013637522906814095","15","9","8","0.6072387695312501","0.9999999999999997"
"group_4818",,"","hypothetical protein","7","10","122","557","5.426356589147287","98.2363315696649","3.195901639344262","0.024092199424335676","1.0","0.27477119424072","11","4","8","0.22656250000000003","0.548828125"
"group_4926",,"","hypothetical protein","8","11","121","556","6.2015503875969","98.05996472663139","3.341848234410218","0.01371806279204348","1.0","0.17707131051308755","9","2","8","0.0390625","0.17968750000000003"
"group_1745",,"","hypothetical protein","8","11","121","556","6.2015503875969","98.05996472663139","3.341848234410218","0.01371806279204348","1.0","0.17707131051308755","10","7","7","0.3437499999999999","0.3437499999999999"
"group_2210",,"","hypothetical protein","10","12","119","555","7.751937984496124","97.88359788359789","3.8865546218487395","0.0029594085742994563","1.0","0.05060008385861031","12","9","5","0.14599609375000003","0.7744140625000003"
"group_2297",,"","hypothetical protein","8","12","121","555","6.2015503875969","97.88359788359789","3.0578512396694215","0.01934784939703236","1.0","0.23365378203043682","15","6","10","0.30175781250000017","0.6072387695312501"
"group_1411",,"","hypothetical protein","8","13","121","554","6.2015503875969","97.70723104056437","2.817546090273363","0.03904710986042328","1.0","0.3320061952162534","16","7","11","0.21011352539062492","0.8036193847656252"
"gtfB_2",,"gtfB_2","UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase stabilizing protein GtfB","8","13","121","554","6.2015503875969","97.70723104056437","2.817546090273363","0.03904710986042328","1.0","0.3320061952162534","8","6","5","0.2890624999999999","0.7265625000000002"
"group_359",,"","hypothetical protein","9","16","120","551","6.976744186046512","97.17813051146385","2.5828125","0.03299334326387929","1.0","0.2940669743624332","17","8","12","0.14346313476562497","0.9999999999999998"
"group_1941",,"","hypothetical protein","15","17","114","550","11.627906976744185","97.00176366843033","4.256965944272446","0.0001601015608593088","1.0","0.00369552073418781","11","7","8","0.22656250000000003","0.548828125"
"group_2318",,"","hypothetical protein","15","18","114","549","11.627906976744185","96.82539682539682","4.0131578947368425","0.0002470819438512744","1.0","0.005462250972802257","12","7","9","0.14599609375000003","0.7744140625000003"
"group_1808",,"","hypothetical protein","15","21","114","546","11.627906976744185","96.29629629629629","3.4210526315789473","0.0012946101200603387","1.0","0.023356552235019628","9","6","7","0.17968750000000003","0.5078125"
"group_2252",,"","hypothetical protein","13","22","116","545","10.077519379844961","96.11992945326278","2.7762539184952977","0.006749622785894552","1.0","0.09994535778056687","15","5","12","0.035156250000000014","0.30175781250000017"
"group_297",,"","hypothetical protein","14","24","115","543","10.852713178294573","95.76719576719577","2.7543478260869567","0.008171829880408467","1.0","0.11832568432001042","16","5","12","0.076812744140625","0.21011352539062492"
"group_1716",,"","hypothetical protein","16","26","113","541","12.4031007751938","95.41446208112875","2.9462219196732473","0.0018234665308102791","1.0","0.03230375921850806","31","12","22","0.029449373483657858","0.28104151505976926"
"group_2514",,"","hypothetical protein","1","26","128","541","0.7751937984496124","95.41446208112875","0.16256009615384615","0.042593068858009106","1.0","0.3578912252651557","18","1","17","0.00014495849609375","0.00014495849609375"
"group_1881",,"","hypothetical protein","1","26","128","541","0.7751937984496124","95.41446208112875","0.16256009615384615","0.042593068858009106","1.0","0.3578912252651557","7","1","6","0.125","0.125"
"group_726",,"","hypothetical protein","1","26","128","541","0.7751937984496124","95.41446208112875","0.16256009615384615","0.042593068858009106","1.0","0.3578912252651557","7","1","6","0.125","0.125"
"group_764",,"","hypothetical protein","15","27","114","540","11.627906976744185","95.23809523809523","2.6315789473684212","0.006516920938641451","1.0","0.09686514304253428","27","12","19","0.05223898589611053","0.7011080384254457"
"group_1696",,"","hypothetical protein","1","27","128","540","0.7751937984496124","95.23809523809523","0.15625","0.0434422224218618","1.0","0.3607773138272713","7","1","7","0.015625","0.125"
"group_1687",,"","hypothetical protein","1","27","128","540","0.7751937984496124","95.23809523809523","0.15625","0.0434422224218618","1.0","0.3607773138272713","8","1","7","0.0703125","0.0703125"
"group_1652",,"","hypothetical protein","1","27","128","540","0.7751937984496124","95.23809523809523","0.15625","0.0434422224218618","1.0","0.3607773138272713","7","1","6","0.125","0.125"
"group_1505",,"","hypothetical protein","1","27","128","540","0.7751937984496124","95.23809523809523","0.15625","0.0434422224218618","1.0","0.3607773138272713","7","1","6","0.125","0.125"
"group_829",,"","hypothetical protein","1","27","128","540","0.7751937984496124","95.23809523809523","0.15625","0.0434422224218618","1.0","0.3607773138272713","7","1","6","0.125","0.125"
"group_179",,"","hypothetical protein","1","27","128","540","0.7751937984496124","95.23809523809523","0.15625","0.0434422224218618","1.0","0.3607773138272713","7","1","6","0.125","0.125"
"group_566",,"","hypothetical protein","0","27","129","540","0.0","95.23809523809523","0.0","0.004913949919140715","1.0","0.0775949274958075","7","0","7","0.015625","0.015625"
"group_944",,"","hypothetical protein","1","28","128","539","0.7751937984496124","95.06172839506173","0.150390625","0.027916702342773183","1.0","0.2940669743624332","7","1","6","0.125","0.125"
"group_395",,"","hypothetical protein","1","28","128","539","0.7751937984496124","95.06172839506173","0.150390625","0.027916702342773183","1.0","0.2940669743624332","22","1","21","1.0967254638671873e-05","1.0967254638671873e-05"
"group_902",,"","hypothetical protein","0","28","129","539","0.0","95.06172839506173","0.0","0.004903971532047999","1.0","0.07759348504740464","17","0","17","1.52587890625e-05","1.52587890625e-05"
"group_2004",,"","hypothetical protein","1","29","128","538","0.7751937984496124","94.88536155202821","0.14493534482758622","0.02811352815541019","1.0","0.2940669743624332","7","1","6","0.125","0.125"
"group_1785",,"","hypothetical protein","1","29","128","538","0.7751937984496124","94.88536155202821","0.14493534482758622","0.02811352815541019","1.0","0.2940669743624332","7","1","6","0.125","0.125"
"group_56",,"","hypothetical protein","1","31","128","536","0.7751937984496124","94.53262786596119","0.1350806451612903","0.018166006398745355","1.0","0.2220666950426068","24","1","23","2.9802322387695312e-06","2.9802322387695312e-06"
"group_513",,"","hypothetical protein","1","32","128","535","0.7751937984496124","94.3562610229277","0.130615234375","0.018898094232217257","1.0","0.22988974711053592","21","1","20","2.09808349609375e-05","2.09808349609375e-05"
"group_2215",,"","hypothetical protein","1","33","128","534","0.7751937984496124","94.17989417989418","0.12642045454545456","0.011731492462508111","1.0","0.15846601178272574","14","1","14","0.0001220703125","0.0018310546875000002"
"group_1445",,"","hypothetical protein","1","33","128","534","0.7751937984496124","94.17989417989418","0.12642045454545456","0.011731492462508111","1.0","0.15846601178272574","13","1","12","0.0034179687499999996","0.0034179687499999996"
"group_2258",,"","hypothetical protein","21","35","108","532","16.27906976744186","93.82716049382715","2.9555555555555557","0.0004695284906415438","1.0","0.009595988527486552","25","8","20","0.0040773153305053685","0.10775214433670036"
"group_1694",,"","hypothetical protein","20","35","109","532","15.503875968992247","93.82716049382715","2.7889908256880735","0.000966917653080573","1.0","0.01781307451027309","28","10","21","0.012540951371192932","0.18493334203958517"
"group_2369",,"","hypothetical protein","2","35","127","532","1.550387596899225","93.82716049382715","0.23937007874015748","0.03029997469189804","1.0","0.2940669743624332","19","2","18","7.62939453125e-05","0.0007286071777343752"
"group_2604",,"","hypothetical protein","1","35","128","532","0.7751937984496124","93.82716049382715","0.11875","0.007576989935002956","1.0","0.11114806917738916","25","1","25","5.960464477539063e-08","1.5497207641601558e-06"
"group_2316",,"","hypothetical protein","22","36","107","531","17.05426356589147","93.65079365079364","3.032710280373832","0.00028002935165118115","1.0","0.006121644433867604","25","8","21","0.000910520553588867","0.10775214433670036"
"group_271",,"","hypothetical protein","2","36","127","531","1.550387596899225","93.65079365079364","0.23228346456692914","0.03019749927390484","1.0","0.2940669743624332","16","1","16","3.0517578125e-05","0.000518798828125"
"group_2334",,"","hypothetical protein","1","36","128","531","0.7751937984496124","93.65079365079364","0.115234375","0.007672568938797366","1.0","0.11213095164186541","28","1","27","2.160668373107909e-07","2.160668373107909e-07"
"ssbA_3~~~ssbA_1",,"ssbA_3;ssbA_1;","Single-stranded DNA-binding protein A;Single-stranded DNA-binding protein","21","38","108","529","16.27906976744186","93.29805996472663","2.70687134502924","0.0012548357645467657","1.0","0.022691131521112944","26","12","18","0.0755186975002289","0.8450189828872682"
"group_507",,"","hypothetical protein","2","38","127","529","1.550387596899225","93.29805996472663","0.21922917530045585","0.020194513756554913","1.0","0.24122761637966963","25","2","24","1.5497207641601558e-06","1.943111419677734e-05"
"group_2447",,"","hypothetical protein","22","39","107","528","17.05426356589147","93.12169312169311","2.7836089144500358","0.000779495374835738","1.0","0.014884378836279494","28","9","22","0.0037191659212112422","0.08715855330228804"
